object_name,input_package,file_path,primary_key,code_consumer,producer,is_synthetic,is_runtime_result,group,row_mode
PosteriorStateReport,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/posterior_state_lineage.csv,state_id,core.reporting;app,core.reporting.build_runtime_report_zip,True,True,runtime,runtime_result
ObjectFileMap,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,object_file_map.csv,object_name,core.package_validator,scripts/build_stage_measurement_update_fixture.py,True,False,.,governance
FieldDictionary,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,field_dictionary.csv,file_path,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,.,synthetic_deterministic_virtual_sms_rolling
MeasurementCheckpoint,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_meas/measurement_checkpoint.csv,checkpoint_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_meas,synthetic_deterministic_virtual_sms_rolling
MeasurementObservationMap,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_meas/measurement_observation_map.csv,observation_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_meas,synthetic_deterministic_virtual_sms_rolling
FutureProcessScenario,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_pred/future_process_scenario.csv,future_process_scenario_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_pred,synthetic_deterministic_virtual_sms_rolling
FutureSMSAssignment,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_pred/future_sms_assignment.csv,assignment_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_pred,synthetic_deterministic_virtual_sms_rolling
RollingKcpConfig,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_pred/rolling_kcp_config.csv,rolling_plan_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_pred,synthetic_deterministic_virtual_sms_rolling
RollingPredictionPlan,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_pred/rolling_prediction_plan.csv,rolling_plan_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_pred,synthetic_deterministic_virtual_sms_rolling
SMSOperatorMappingSpec,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_pred/sms_operator_mapping.csv,mapping_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_pred,synthetic_deterministic_virtual_sms_rolling
VirtualSmsCoefficients,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_pred/virtual_sms_coefficients.csv,virtual_sms_sample_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_pred,synthetic_deterministic_virtual_sms_rolling
VirtualSMSComponent,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_pred/virtual_sms_component.csv,sms_layout_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_pred,synthetic_deterministic_virtual_sms_rolling
VirtualSMSSample,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_pred/virtual_sms_sample.csv,virtual_sms_sample_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_pred,synthetic_deterministic_virtual_sms_rolling
VirtualSMSSampleSet,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,I_pred/virtual_sms_sample_set.csv,sample_set_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,I_pred,synthetic_deterministic_virtual_sms_rolling
RollingKCPOracle,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,validation/rolling_kcp_oracle.csv,virtual_sms_sample_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,validation,synthetic_deterministic_virtual_sms_rolling
RollingPredictionOracle,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,validation/rolling_prediction_oracle.csv,virtual_sms_sample_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,validation,synthetic_deterministic_virtual_sms_rolling
ValidationResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,validation/validation_result.csv,validation_id,core.rolling_prediction;core.reporting;app;scripts.cli_check,scripts/build_posterior_virtual_sms_rolling_fixture.py,True,False,validation,synthetic_deterministic_virtual_sms_rolling
RollingSampleResult,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/rolling_sample_summary.csv,virtual_sms_sample_id,core.reporting;app,core.reporting.build_rolling_prediction_report_zip,True,True,runtime,runtime_result
RollingPredictionSummary,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/rolling_kcp_summary.csv,rolling_run_id,core.reporting;app,core.reporting.build_rolling_prediction_report_zip,True,True,runtime,runtime_result
RollingPredictionTrace,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/rolling_prediction_trace.json,rolling_run_id,core.reporting;app,core.reporting.build_rolling_prediction_report_zip,True,True,runtime,runtime_result
RollingKCPPrediction,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/rolling_kcp_predictions.csv,virtual_sms_sample_id+kcp_id,core.reporting;app,core.reporting.build_rolling_prediction_report_zip,True,True,runtime,runtime_result
RollingBaselineComparison,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/rolling_baseline_comparison.csv,virtual_sms_sample_id+kcp_id,core.reporting;app,core.reporting.build_rolling_prediction_report_zip,True,True,runtime,runtime_result
SMSApplicationTrace,04_POSTERIOR_VIRTUAL_SMS_ROLLING_MIN_CASE,runtime/rolling_sms_application_trace.csv,virtual_sms_sample_id+part_id+topology_step_id,core.reporting;app,core.reporting.build_rolling_prediction_report_zip,True,True,runtime,runtime_result
